qid,context,question,answer
foody_2841,"Mình thật sự rất thích chỗ này từ món ăn cho tới nhân viên phục vụ , rồi không gian nữa tất cả đều quá tuyệt vời .
Món ăn ngon tuyệt đa dạng , mà có vẻ hơi lạ miệng nên có thể nhiều ng ko quen , đặc biệt nhiều tỏi lắm nha hơi cay nữa . Giá thì khá đắt đỏ . Nhà mình đi 8 ng thì hết 3tr751 tính luôn 10% vat và 5% phí phục vụ mà nhân viên dễ thương quá nên đưa chẵn 4tr luôn
Món ăn thì thơm ngon cực kì , đi 1 lần mình muốn đi lại nữa luôn . Sạch sẽ nữa vì có bao tay , mà mình thấy ăn khỏi bao tay dân dã mà ngon hơn : ) ) ) .
Không gian đẹp , sang nữa , sạch sẽ ở vị trí thuận tiện .
Sẽ quay lại
",Hương vị của các món ăn ở quán như thế nào?,thơm ngon cực kì
foody_2842,"Mình thật sự rất thích chỗ này từ món ăn cho tới nhân viên phục vụ , rồi không gian nữa tất cả đều quá tuyệt vời .
Món ăn ngon tuyệt đa dạng , mà có vẻ hơi lạ miệng nên có thể nhiều ng ko quen , đặc biệt nhiều tỏi lắm nha hơi cay nữa . Giá thì khá đắt đỏ . Nhà mình đi 8 ng thì hết 3tr751 tính luôn 10% vat và 5% phí phục vụ mà nhân viên dễ thương quá nên đưa chẵn 4tr luôn
Món ăn thì thơm ngon cực kì , đi 1 lần mình muốn đi lại nữa luôn . Sạch sẽ nữa vì có bao tay , mà mình thấy ăn khỏi bao tay dân dã mà ngon hơn : ) ) ) .
Không gian đẹp , sang nữa , sạch sẽ ở vị trí thuận tiện .
Sẽ quay lại
",Khách hàng nói gì về không gian của quán?,"đẹp , sang nữa , sạch sẽ ở vị trí thuận tiện"
foody_2843,"Quán này quá nổi tiếng nhưng giờ mình mới được ăn thử . Quán khá là khó tìm , mình phải đi mấy vòng lận .
Món ăn đa dạng , có bành tráng nướng Phan Rang và Đà Lạt .
Do menu quá nhiều món nên làm mình cũng bối rối , mà theo mình bánh tráng với nhân nhân ăn không có hoà quyện với nhau . Ăn nó rời rạc .
Quán này đi ăn cho biết chứ quya lại thì sẽ không bao giờ
",Quán có bán món gì đặc biệt?,có bành tráng nướng Phan Rang và Đà Lạt
foody_2844,"Quán này quá nổi tiếng nhưng giờ mình mới được ăn thử . Quán khá là khó tìm , mình phải đi mấy vòng lận .
Món ăn đa dạng , có bành tráng nướng Phan Rang và Đà Lạt .
Do menu quá nhiều món nên làm mình cũng bối rối , mà theo mình bánh tráng với nhân nhân ăn không có hoà quyện với nhau . Ăn nó rời rạc .
Quán này đi ăn cho biết chứ quya lại thì sẽ không bao giờ
",Khách hàng nói gì về bánh tráng ở đây?,bánh tráng với nhân nhân ăn không có hoà quyện với nhau . Ăn nó rời rạc
foody_2845,"Địa điểm quán khá dễ tìm vì nằm ngay mặt đường nhưng không gian nhìn vào khá nhỏ cà chật chội . Xe khách tự dắt đã vậy còn tính tiền gởi xe 😨 😨 😨
Không gian trên lầu chật chội , tuy ngồi ngoài ban công nhưng không thoáng chút nào , cầu thang đi thiếu ánh sáng , nhìn không sạch sẽ
Về món ăn thì phải nói rất thất vọng , món mì ý phần sốt quá nhạt nhẽo , mì lạnh tanh . Cá viên chiên thì phần phục vụ cho mình vẫn còn sống và tanh . Hồng trà không mùi vị trà . Lẩu kem toàn bột và kem rất bở , không thể nuốt nổi 😰 😰 😰 😰
",Khách hàng nhận xét gì về món mì ý?,"phần sốt quá nhạt nhẽo , mì lạnh tanh"
foody_2846,"Đợi hơn một tiếng đồng hồ k có pizza . Đợi dc 35 ' hỏi thì bảo 5 ' nữa có . Đến lúc đc 1 tiếng thì mình đi về luôn , trong khi lúc đó quán hoang toàn k đông khách . Đến lúc ra thanh toán cũng phải đợi đến 10 ' mà nv loay hoay mãi k ra đc cái giá . Bực hết cả ng ! Ngồi 1 tiếng rưỡi k ăn đc gì ngoài mấy cọng salad . K bao h quay lại luôn !
",Vì sao khách hàng cảm thấy bực mình sau khi trải nghiệm tại quán?,Đợi hơn một tiếng đồng hồ k có pizza
foody_2847,"Cuối tuần đi ăn với gia đình , quán này thuộc chuỗi quán nhà hàng Lã Vọng . Không gian thiết kế ở dưới tầng hầm , có khu vip riêng . Quán khá vắng vẻ , ngồi trong phòng vip mà nhạc ở ngoài cứ đánh uỳnh uỳnh vì chỉ đóng đc 1/2 cửa @ @ về thức ăn thì phải nói là thất vọng . Rau củ kho quẹt , nươc kho quẹt k có gì đặc sắc , món đậu chiên thì đậu nguội ngắt và có vị chua chua . K hiểu nhà hàng nghĩ gì mà đậu chiên lại nguội đc @ @ 8 người tổng bill hết 4tr2 , quá chát cho một cuộc tình ... Bonus thêm sáng hôm sau 3/4 thành viên nhà mình bị đau bụng nữa , k bao giờ quay lại @ @
","Về mảng đồ ăn,quán này thuộc hệ thống nhà hàng nào?",Lã Vọng
foody_2848,"Cuối tuần đi ăn với gia đình , quán này thuộc chuỗi quán nhà hàng Lã Vọng . Không gian thiết kế ở dưới tầng hầm , có khu vip riêng . Quán khá vắng vẻ , ngồi trong phòng vip mà nhạc ở ngoài cứ đánh uỳnh uỳnh vì chỉ đóng đc 1/2 cửa @ @ về thức ăn thì phải nói là thất vọng . Rau củ kho quẹt , nươc kho quẹt k có gì đặc sắc , món đậu chiên thì đậu nguội ngắt và có vị chua chua . K hiểu nhà hàng nghĩ gì mà đậu chiên lại nguội đc @ @ 8 người tổng bill hết 4tr2 , quá chát cho một cuộc tình ... Bonus thêm sáng hôm sau 3/4 thành viên nhà mình bị đau bụng nữa , k bao giờ quay lại @ @
",Khách hàng nói gì về tổng thể chất lượng đồ ăn ở đây?,thất vọng
foody_2849,"Cuối tuần đi ăn với gia đình , quán này thuộc chuỗi quán nhà hàng Lã Vọng . Không gian thiết kế ở dưới tầng hầm , có khu vip riêng . Quán khá vắng vẻ , ngồi trong phòng vip mà nhạc ở ngoài cứ đánh uỳnh uỳnh vì chỉ đóng đc 1/2 cửa @ @ về thức ăn thì phải nói là thất vọng . Rau củ kho quẹt , nươc kho quẹt k có gì đặc sắc , món đậu chiên thì đậu nguội ngắt và có vị chua chua . K hiểu nhà hàng nghĩ gì mà đậu chiên lại nguội đc @ @ 8 người tổng bill hết 4tr2 , quá chát cho một cuộc tình ... Bonus thêm sáng hôm sau 3/4 thành viên nhà mình bị đau bụng nữa , k bao giờ quay lại @ @
",Mùi vị của món đậu chiên ở đây như thế nào?,đậu nguội ngắt và có vị chua chua
foody_2850,"Không gian khá thoải mái . Quán trang trí dễ thương . Đồ uống khá ngon và vừa tiền vì dù sao cũng ở vị trí trung tâm thành phố . Bị cái nhân viên không thân thiện tí nào . Bác giữ xe cũng vui tính . Nhìn măt khá dữ và khó chịu . Nhạc mở quá to ảnh hưởng tới nh người . Loa to mà để trên đầu người ngồi làm cảm thấy khó chịu . Wifi mạnh . ( Y ) thích hợp họp nhóm và hẹn hò .
",Giá cả ở đây như thế nào với chất lượng đồ uống và vị trí của quán?,vừa tiền
foody_2851,"Không gian khá thoải mái . Quán trang trí dễ thương . Đồ uống khá ngon và vừa tiền vì dù sao cũng ở vị trí trung tâm thành phố . Bị cái nhân viên không thân thiện tí nào . Bác giữ xe cũng vui tính . Nhìn măt khá dữ và khó chịu . Nhạc mở quá to ảnh hưởng tới nh người . Loa to mà để trên đầu người ngồi làm cảm thấy khó chịu . Wifi mạnh . ( Y ) thích hợp họp nhóm và hẹn hò .
",Thái độ của nhân viên ở đây ra sao?,không thân thiện
foody_2852,"Không gian khá thoải mái . Quán trang trí dễ thương . Đồ uống khá ngon và vừa tiền vì dù sao cũng ở vị trí trung tâm thành phố . Bị cái nhân viên không thân thiện tí nào . Bác giữ xe cũng vui tính . Nhìn măt khá dữ và khó chịu . Nhạc mở quá to ảnh hưởng tới nh người . Loa to mà để trên đầu người ngồi làm cảm thấy khó chịu . Wifi mạnh . ( Y ) thích hợp họp nhóm và hẹn hò .
",Vì sao khách hàng cảm thấy khó chịu khi thưởng thức các đồ uống ở quán?,Loa to mà để trên đầu người ngồi
foody_2853,"Không gian khá thoải mái . Quán trang trí dễ thương . Đồ uống khá ngon và vừa tiền vì dù sao cũng ở vị trí trung tâm thành phố . Bị cái nhân viên không thân thiện tí nào . Bác giữ xe cũng vui tính . Nhìn măt khá dữ và khó chịu . Nhạc mở quá to ảnh hưởng tới nh người . Loa to mà để trên đầu người ngồi làm cảm thấy khó chịu . Wifi mạnh . ( Y ) thích hợp họp nhóm và hẹn hò .
",Wifi của quán như thế nào?,mạnh
foody_2854,"Không gian khá thoải mái . Quán trang trí dễ thương . Đồ uống khá ngon và vừa tiền vì dù sao cũng ở vị trí trung tâm thành phố . Bị cái nhân viên không thân thiện tí nào . Bác giữ xe cũng vui tính . Nhìn măt khá dữ và khó chịu . Nhạc mở quá to ảnh hưởng tới nh người . Loa to mà để trên đầu người ngồi làm cảm thấy khó chịu . Wifi mạnh . ( Y ) thích hợp họp nhóm và hẹn hò .
",Tổng thể quán thích hợp cho những mục đích gì?,họp nhóm và hẹn hò
foody_2855,"Đi khoảng 6h tối đông ơi là đông , quán toàn con nít , nhưng phục vụ cũng nhanh . Gà k xương ăn bình thường , hamburger thì cũng như kfc vs lotte , nc ngọt free , khoai tây cắt to quá , chiên k đc dòn lắm , bột bột ăn ngán 😑 K ngon cũng k tệ nhưng với chất lượng như v thì giá hơi cao . Popeyes ngon hơn nhiều
",Khách có cảm nhận như thế nào về món khoai tây chiên?,"khoai tây cắt to quá , chiên k đc dòn lắm , bột bột ăn ngán"
foody_2856,"Đi khoảng 6h tối đông ơi là đông , quán toàn con nít , nhưng phục vụ cũng nhanh . Gà k xương ăn bình thường , hamburger thì cũng như kfc vs lotte , nc ngọt free , khoai tây cắt to quá , chiên k đc dòn lắm , bột bột ăn ngán 😑 K ngon cũng k tệ nhưng với chất lượng như v thì giá hơi cao . Popeyes ngon hơn nhiều
","So với chất lượng của món khoai tây chiên, khách hàng nhận xét như thế nào về giá cả?",hơi cao
foody_2857,"Quán ăn có không gian thoáng , thức ăn cũng vừa miệng , chất lượng . Chỉ có một điều đáng thất vọng nhất là nhân viên . Người làm thức ăn thì mặt lúc nào cũng u ám , cáu gắt như muốn đuổi khách ra khỏi quán . Sáng 8g30 mình đi ra ăn sáng , gọi hai tô , quán vắng tanh mà phải một lúc mới có . Đã vậy hai tô còn trắng ngắt , không có hành . Hỏi thì được trả lời là quán chưa có mua kịp , mà 8g30 r mà chưa mua kịp là sao . Cứ cái kiểu thích thì làm mà không thông báo trước cho khách . Nhân viên phục vụ thì chậm chạp xong cứ cái kiểu đùa giỡn với nhau .
Ba mẹ mình ăn được hai lần ở đây , lần thứ ba vì bực quá , kêu ra xong không ăn bỏ đi luôn .
",Bộ phận nào làm cho khách hàng thất vọng nhất về quán?,nhân viên
foody_2858,"Quán ăn có không gian thoáng , thức ăn cũng vừa miệng , chất lượng . Chỉ có một điều đáng thất vọng nhất là nhân viên . Người làm thức ăn thì mặt lúc nào cũng u ám , cáu gắt như muốn đuổi khách ra khỏi quán . Sáng 8g30 mình đi ra ăn sáng , gọi hai tô , quán vắng tanh mà phải một lúc mới có . Đã vậy hai tô còn trắng ngắt , không có hành . Hỏi thì được trả lời là quán chưa có mua kịp , mà 8g30 r mà chưa mua kịp là sao . Cứ cái kiểu thích thì làm mà không thông báo trước cho khách . Nhân viên phục vụ thì chậm chạp xong cứ cái kiểu đùa giỡn với nhau .
Ba mẹ mình ăn được hai lần ở đây , lần thứ ba vì bực quá , kêu ra xong không ăn bỏ đi luôn .
",Cách phục vụ của nhân viên ở đây như thế nào?,chậm chạp xong cứ cái kiểu đùa giỡn với nhau
foody_2859,"Trông thì ngon ăn thì chán . Ăn cơm gà trong Hội An ra đây ăn bị thất vọng ý . Thế mà bạn bè rủ đến đây ăn tận 4 lần làm m cứ phải đi dù chả thấy ngon . Cơm còn dẻo ăn tàm tạm chứ gà rồi nộm gà chả ra sao . Cứ nhạt nhẽo , vô vị . Giá $ chả đáng với chất lượng đã thế hôm đầu khai trương đông chờ ngoài lâu ơi là lâu đành vác mặt về tưởng ngon lắm ai dè .
",Khách hàng nhận xét gì về món cơm gà ở đây?,"Cơm còn dẻo ăn tàm tạm chứ gà rồi nộm gà chả ra sao . Cứ nhạt nhẽo , vô vị"
foody_2860,"Trông thì ngon ăn thì chán . Ăn cơm gà trong Hội An ra đây ăn bị thất vọng ý . Thế mà bạn bè rủ đến đây ăn tận 4 lần làm m cứ phải đi dù chả thấy ngon . Cơm còn dẻo ăn tàm tạm chứ gà rồi nộm gà chả ra sao . Cứ nhạt nhẽo , vô vị . Giá $ chả đáng với chất lượng đã thế hôm đầu khai trương đông chờ ngoài lâu ơi là lâu đành vác mặt về tưởng ngon lắm ai dè .
","Sau khi ăn món cơm gà tại quán, khách hàng có cảm nhận gì?",thất vọng
foody_2861,"Trông thì ngon ăn thì chán . Ăn cơm gà trong Hội An ra đây ăn bị thất vọng ý . Thế mà bạn bè rủ đến đây ăn tận 4 lần làm m cứ phải đi dù chả thấy ngon . Cơm còn dẻo ăn tàm tạm chứ gà rồi nộm gà chả ra sao . Cứ nhạt nhẽo , vô vị . Giá $ chả đáng với chất lượng đã thế hôm đầu khai trương đông chờ ngoài lâu ơi là lâu đành vác mặt về tưởng ngon lắm ai dè .
",Giá của món cơm gà như thế nào so với chất lượng?,chả đáng
